"stock","OM","MP","optimised","period","generations","fitness","lag_idx","range_idx_1","range_idx_2","range_catch","exp_r","exp_f","exp_b","interval","multiplier","upper_constraint","lower_constraint","risk_Blim","risk_Blim_max","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","1:5_risk_Blim","1:5_risk_Blim_max","1:5_risk_Bmsy","1:5_risk_halfBmsy","1:5_risk_collapse","1:5_SSB","1:5_Fbar","1:5_Catch","1:5_SSB_rel","1:5_Fbar_rel","1:5_Catch_rel","1:5_ICV","6:10_risk_Blim","6:10_risk_Blim_max","6:10_risk_Bmsy","6:10_risk_halfBmsy","6:10_risk_collapse","6:10_SSB","6:10_Fbar","6:10_Catch","6:10_SSB_rel","6:10_Fbar_rel","6:10_Catch_rel","6:10_ICV","11:20_risk_Blim","11:20_risk_Blim_max","11:20_risk_Bmsy","11:20_risk_halfBmsy","11:20_risk_collapse","11:20_SSB","11:20_Fbar","11:20_Catch","11:20_SSB_rel","11:20_Fbar_rel","11:20_Catch_rel","11:20_ICV","1:10_risk_Blim","1:10_risk_Blim_max","1:10_risk_Bmsy","1:10_risk_halfBmsy","1:10_risk_collapse","1:10_SSB","1:10_Fbar","1:10_Catch","1:10_SSB_rel","1:10_Fbar_rel","1:10_Catch_rel","1:10_ICV","1:20_risk_Blim","1:20_risk_Blim_max","1:20_risk_Bmsy","1:20_risk_halfBmsy","1:20_risk_collapse","1:20_SSB","1:20_Fbar","1:20_Catch","1:20_SSB_rel","1:20_Fbar_rel","1:20_Catch_rel","1:20_ICV","file","idxB_lag","idxB_range_3","comp_b_multiplier"
"ple.27.7e","baseline","hr","multiplier","1-20",1,0.818111744863074,NA,NA,NA,NA,NA,NA,1,1,2.83,1.2,0.7,0.02395,0.037,0.8511,0.4139,0,5450.16477521859,0.248795354048682,1395.25893296447,0.563556093191683,1.53813830774862,0.818111744965693,0.2,0.013,0.016,0.9656,0.6352,0,4201.42568325681,0.228714957454717,1103.8425375935,0.4344343963062,1.41399440098612,0.647239392819552,0.2,0.0222,0.027,0.7836,0.3092,0,6268.68547564282,0.253462821280886,1735.94842802403,0.648192493585485,1.56699419284931,1.01787543807638,0.2,0.0303,0.037,0.8276,0.3556,0,5913.62412369332,0.255978840636141,1592.21551973752,0.611478559860428,1.58254908843067,0.933597475306109,0.2,0.0176,0.027,0.8746,0.4722,0,5014.87779773933,0.24193614922153,1287.81886809958,0.518546696492188,1.49573234825763,0.75511413436514,0.2,0.02395,0.037,0.8511,0.4139,0,5450.16477521859,0.248795354048682,1395.25893296447,0.563556093191683,1.53813830774862,0.818111744965693,0.2,"output/ple.27.7e/baseline/1000_20/hr/mp_1_1_1_1.4_1_2.83_1.2_0.7.rds",1,1,1.4
"ple.27.7e","baseline","hr","multiplier","11-20",1,0.950290019496992,NA,NA,NA,NA,NA,NA,1,1,2.42,1.2,0.7,0.0059,0.016,0.78045,0.3022,0,6429.79700462743,0.205246502919167,1363.17567462237,0.664851693368864,1.26890435666912,0.799299688044709,0.2,0.011,0.016,0.9636,0.6264,0,4239.10826638562,0.210355750850543,1073.16004897073,0.438330838011229,1.30049148174662,0.629248678899708,0.2,0.006,0.01,0.7404,0.2226,0,6969.11521903007,0.206484686941912,1563.32749006859,0.720618092813857,1.27655923545377,0.916658944541172,0.2,0.0033,0.005,0.7089,0.1799,0,7495.34912394598,0.202233304906086,1620.68402851955,0.775031552918376,1.25027573190853,0.950290019496992,0.2,0.0085,0.016,0.852,0.4245,0,5377.71740675616,0.20833073631737,1269.56914077168,0.55606491492156,1.28797214657201,0.744413384908078,0.2,0.0059,0.016,0.78045,0.3022,0,6429.79700462743,0.205246502919167,1363.17567462237,0.664851693368864,1.26890435666912,0.799299688044709,0.2,"output/ple.27.7e/baseline/1000_20/hr/mp_1_1_1_1.4_1_2.42_1.2_0.7.rds",1,1,1.4
"ple.27.7e","baseline","hr","all","1-20",13,0.83163517737025,NA,NA,NA,NA,NA,NA,1,1,2.61,1.2,0.7,0.01225,0.019,0.88965,0.4206,0,5299.57429151584,0.258593647042894,1418.32264031607,0.547984786971135,1.59871471948496,0.83163517737025,0.2,0.0134,0.016,0.9736,0.6678,0,4110.27826454537,0.264213546937423,1265.95715028319,0.425009601770247,1.63345887034156,0.742295489962902,0.2,0.0152,0.019,0.8564,0.3674,0,5603.5864379414,0.264612643831382,1611.25415900591,0.5794201480269,1.63592622437817,0.944760804223516,0.190332017686611,0.0102,0.014,0.8643,0.3236,0,5903.97627525592,0.253063463633512,1573.61345213019,0.610480956302127,1.56452522674555,0.92269013070458,0.172923904892125,0.0143,0.019,0.915,0.5176,0,4729.4774106575,0.264473839191282,1298.46787563059,0.489035822275952,1.63506808643163,0.761358192673969,0.2,0.01225,0.019,0.88965,0.4206,0,5299.57429151584,0.258593647042894,1418.32264031607,0.547984786971135,1.59871471948496,0.83163517737025,0.2,"output/ple.27.7e/baseline/1000_20/hr/mp_0_2_1_1.2_1_2.61_1.2_0.7.rds",0,2,1.2
"ple.27.7e","baseline","hr","all","11-20",23,1.02810672509228,NA,NA,NA,NA,NA,NA,1,2,2.52,1.2,0.7,0.02225,0.038,0.70815,0.32305,0,6674.97921398955,0.193826937851748,1303.00867976634,0.690203941186488,1.19830468427899,0.76402069861267,0.2,0.0262,0.038,0.9698,0.6778,0,4024.18242275995,0.257457806491942,1191.06011551002,0.416107148681624,1.59169256318468,0.698379523998902,0.3,0.029,0.033,0.7042,0.2504,0,7106.66276248251,0.169233849354865,1302.76689211386,0.734840737341712,1.04626176664674,0.763878926133307,0.2,0.0169,0.022,0.5793,0.182,0,8622.08413590468,0.183722606393997,1753.39750474552,0.89153782522209,1.13583623767643,1.02810672509228,0.2,0.0276,0.038,0.837,0.4641,0,5096.48518980606,0.205758080342385,1265.59099884633,0.52698503642235,1.27206710396012,0.74208079662975,0.2,0.02225,0.038,0.70815,0.32305,0,6674.97921398955,0.193826937851748,1303.00867976634,0.690203941186488,1.19830468427899,0.76402069861267,0.2,"output/ple.27.7e/baseline/1000_20/hr/mp_1_2_1_0.7_2_2.52_1.2_0.7.rds",1,2,0.7
"cod.27.47d20","baseline","hr","default","1-20",NA,-0.484394321554621,NA,NA,NA,NA,NA,NA,1,1,1,1.2,0.7,0.10055,1,0.1456,0.038,0,193689.975189091,0.12375298092899,27476.3533684124,2.2217814216976,0.272568347972536,0.515605678445379,0.2,0.2866,1,0.4144,0.0876,0,101005.028969793,0.106426134540848,15900.667458572,1.158609766169,0.234405631728151,0.298382915767002,0.2,6e-04,0.002,0.0018,0,0,231094.58503664,0.113756031802359,28007.3182154584,2.65084269430089,0.250549873041618,0.52556946390559,0.2,0.0575,0.129,0.0831,0.0322,0,222315.444113735,0.175363676124922,41807.0250981074,2.55013881335953,0.38624190817018,0.784526943967536,0.2,0.1436,1,0.2081,0.0438,0,166189.731277748,0.108457437776065,19080.8009502864,1.90633127537626,0.238879616620459,0.358059498920402,0.2,0.10055,1,0.1456,0.038,0,193689.975189091,0.12375298092899,27476.3533684124,2.2217814216976,0.272568347972536,0.515605678445379,0.2,"output/cod.27.47d20/baseline/1000_20/hr/mp_1_1_1_1.4_1_1_1.2_0.7.rds",1,1,1.4
"cod.27.47d20","baseline","hr","default","11-20",NA,-0.215473056032464,NA,NA,NA,NA,NA,NA,1,1,1,1.2,0.7,0.10055,1,0.1456,0.038,0,193689.975189091,0.12375298092899,27476.3533684124,2.2217814216976,0.272568347972536,0.515605678445379,0.2,0.2866,1,0.4144,0.0876,0,101005.028969793,0.106426134540848,15900.667458572,1.158609766169,0.234405631728151,0.298382915767002,0.2,6e-04,0.002,0.0018,0,0,231094.58503664,0.113756031802359,28007.3182154584,2.65084269430089,0.250549873041618,0.52556946390559,0.2,0.0575,0.129,0.0831,0.0322,0,222315.444113735,0.175363676124922,41807.0250981074,2.55013881335953,0.38624190817018,0.784526943967536,0.2,0.1436,1,0.2081,0.0438,0,166189.731277748,0.108457437776065,19080.8009502864,1.90633127537626,0.238879616620459,0.358059498920402,0.2,0.10055,1,0.1456,0.038,0,193689.975189091,0.12375298092899,27476.3533684124,2.2217814216976,0.272568347972536,0.515605678445379,0.2,"output/cod.27.47d20/baseline/1000_20/hr/mp_1_1_1_1.4_1_1_1.2_0.7.rds",1,1,1.4
"cod.27.47d20","baseline","hr","multiplier","1-20",1,-0.334009332008052,NA,NA,NA,NA,NA,NA,1,1,1.86,1.2,0.7,0.3039,1,0.3933,0.16845,0,110383.5697194,0.238493185205197,35490.2897675327,1.26618925023765,0.525285880033786,0.665990667991948,0.2,0.3944,1,0.576,0.0916,0,79381.7617873764,0.233829596140737,26857.2583891483,0.91057331897862,0.51501423439438,0.503988092860949,0.2,0.109,0.165,0.1796,0.0406,0,148580.516190872,0.262641961530903,51106.017265247,1.70433926782655,0.578474029678705,0.959026561908405,0.2,0.3561,0.433,0.4088,0.2708,0,117063.432832647,0.229720603404619,35784.3898555037,1.34281270867945,0.505964097957203,0.671509583597519,0.2,0.2517,1,0.3778,0.0661,0,106801.496743123,0.24081927570289,35490.2897675327,1.22509996215195,0.530409139606453,0.665990667991948,0.2,0.3039,1,0.3933,0.16845,0,110383.5697194,0.238493185205197,35490.2897675327,1.26618925023765,0.525285880033786,0.665990667991948,0.2,"output/cod.27.47d20/baseline/1000_20/hr/mp_1_1_1_1.4_1_1.86_1.2_0.7.rds",1,1,1.4
"cod.27.47d20","baseline","hr","multiplier","11-20",1,0.676268536616881,NA,NA,NA,NA,NA,NA,1,1,0.77,1.2,0.7,0.07585,1,0.111,0.02525,0,223064.877550663,0.0925737181683592,22614.6711426162,2.55873542392412,0.20389541518441,0.424374104560495,0.2,0.2702,1,0.3924,0.0876,0,106544.950743834,0.0781929296836147,12243.5139431004,1.22215717105254,0.172221448784535,0.229754845140591,0.2,0,0,4e-04,0,0,253544.22286335,0.0829143726183692,22623.9225551247,2.90835828434901,0.182620518698746,0.424547711325523,0.2,0.0166,0.052,0.0256,0.0067,0,260125.730588061,0.131279553049288,36055.8625707238,2.9838535265537,0.289145769488573,0.676603886747347,0.2,0.1351,1,0.1964,0.0438,0,183300.958297336,0.079828748637526,14692.2167317205,2.10261095509358,0.175824371853561,0.27570581416871,0.2,0.07585,1,0.111,0.02525,0,223064.877550663,0.0925737181683592,22614.6711426162,2.55873542392412,0.20389541518441,0.424374104560495,0.2,"output/cod.27.47d20/baseline/1000_20/hr/mp_1_1_1_1.4_1_0.77_1.2_0.7.rds",1,1,1.4
"cod.27.47d20","baseline","hr","all","1-20",26,-0.112048226395982,NA,NA,NA,NA,NA,NA,1,3,2.38,1.2,0.7,0.47515,1,0.5702,0.2856,0.0034,73880.9984707701,0.401624343947275,47318.4794613101,0.847475093424818,0.884585430698246,0.887951773604018,0.2,0.6114,1,0.775,0.1516,0,62046.9614838897,0.360845849136419,32860.0551814653,0.711729072003396,0.794770002577129,0.616633176113902,0.357612265331922,0.2478,0.269,0.3484,0.1328,0,114002.185135886,0.312028284281209,47318.4794613101,1.30769770980954,0.687248366292166,0.887951773604018,0.2,0.5207,0.786,0.5787,0.429,0.0068,64389.8459777416,0.580413389280524,56782.1753535721,0.738603861142802,1.27837178118651,1.06554212832482,0.2,0.4296,1,0.5617,0.1422,0,78347.2309838526,0.3423112477378,39432.0662177584,0.898706409928737,0.75394718242664,0.739959811336682,0.2,0.47515,1,0.5702,0.2856,0.0034,73880.9984707701,0.401624343947275,47318.4794613101,0.847475093424818,0.884585430698246,0.887951773604018,0.2,"output/cod.27.47d20/baseline/1000_20/hr/mp_0_3_1_1.7_3_2.38_1.2_0.7.rds",0,3,1.7
"cod.27.47d20","baseline","hr","all","11-20",12,0.786266695232828,NA,NA,NA,NA,NA,NA,1,2,0.66,1.2,0.7,0.0895,1,0.1332,0.0247,0,194824.880339319,0.140596978015483,29535.4605799377,2.23479970607552,0.309667579236744,0.55424571762943,0.2,0.3262,1,0.4722,0.0876,0,91474.2128501376,0.139771841774501,19968.1787554907,1.04928355985609,0.307850200613874,0.374711527999914,0.3,0.001,0.001,0.0056,0,0,218144.017202856,0.110251520756858,28966.3328906549,2.50228915669293,0.242831119287543,0.543565789895932,0.2,0.0154,0.05,0.0275,0.0056,0,232262.085432895,0.164395047835064,41902.1547494504,2.66423487263996,0.362083290979318,0.78631209310153,0.2,0.1636,1,0.2389,0.0438,0,152606.811405695,0.12448271844884,21370.5368330486,1.75052414599503,0.274175609056237,0.401027385068264,0.2,0.0895,1,0.1332,0.0247,0,194824.880339319,0.140596978015483,29535.4605799377,2.23479970607552,0.309667579236744,0.55424571762943,0.2,"output/cod.27.47d20/baseline/1000_20/hr/mp_0_2_1_1_2_0.66_1.2_0.7.rds",0,2,1
"her.27.3a47d","baseline","hr","default","11-20",NA,1.01548081939215,NA,NA,NA,NA,NA,NA,1,1,1,1.2,0.7,0.01175,0.03,0.5278,0.02545,0,1956198.57995412,0.116604680892932,278070.473577089,0.977410561821714,0.994718374290501,0.963466379408686,0.144837476079724,8e-04,0.002,0.677,0.0058,0,1769614.73228129,0.115985267870882,246258.426516626,0.88418432944962,0.989434353875627,0.853243106118844,0.200000000808502,0.008,0.013,0.48,0.0188,0,2035722.33483462,0.115384669751932,284450.603757424,1.01714444095465,0.984310837564707,0.985572433481698,0.125886760852875,0.0191,0.03,0.4771,0.0386,0,2041527.26570348,0.117457982356022,293082.60090005,1.02004486261941,1.00199762446849,1.01548081939224,0.124459554872802,0.0044,0.013,0.5785,0.0123,0,1886488.27145199,0.115623121682648,261945.155834371,0.942579950811134,0.986344997043145,0.907594926023025,0.176592877337105,0.01175,0.03,0.5278,0.02545,0,1956198.57995412,0.116604680892932,278070.473577089,0.977410561821714,0.994718374290501,0.963466379408686,0.144837476079724,"output/her.27.3a47d/baseline/1000_20/hr/mp_1_1_1_1.4_1_1_1.2_0.7.rds",1,1,1.4
"her.27.3a47d","baseline","hr","multiplier","11-20",1,1.03431332336126,NA,NA,NA,NA,NA,NA,1,1,1.08,1.2,0.7,0.01975,0.053,0.5863,0.03945,0,1863702.24208455,0.128092487157303,288104.157459776,0.931194958513345,1.09271728723252,0.99823136886703,0.146582249137209,8e-04,0.002,0.697,0.0076,0,1746931.56024523,0.126557598899896,264820.308610554,0.872850729604058,1.07962363146816,0.917556836037711,0.200000000844188,0.0124,0.016,0.5346,0.03,0,1944401.22757975,0.127683981825099,298591.119774006,0.971516039184595,1.08923245491853,1.03456689015381,0.1239263573926,0.0329,0.053,0.5568,0.0601,0,1904638.29755866,0.129182619091667,298780.879378388,0.95164857369829,1.10201686472125,1.03522437455566,0.126524070525394,0.0066,0.016,0.6158,0.0188,0,1833156.78694503,0.12715776199822,276800.268613739,0.915932985227528,1.08474343675301,0.959065337610171,0.176845602457116,0.01975,0.053,0.5863,0.03945,0,1863702.24208455,0.128092487157303,288104.157459776,0.931194958513345,1.09271728723252,0.99823136886703,0.146582249137209,"output/her.27.3a47d/baseline/1000_20/hr/mp_1_1_1_1.4_1_1.08_1.2_0.7.rds",1,1,1.4
"her.27.3a47d","baseline","hr","all","11-20",10,1.0761364748956,NA,NA,NA,NA,NA,NA,1,1,1.29,1.2,0.7,0.0158,0.042,0.69415,0.0407,0,1708555.5669556,0.148879783333027,305505.259534758,0.853676244178059,1.27004726489267,1.05852319560517,0.184772717985315,0,0,0.7318,0.0056,0,1718575.74918392,0.145465016005654,294691.79668948,0.858682807438918,1.24091694372156,1.02105640611693,0.19999999999688,0.0098,0.014,0.654,0.0294,0,1764638.39844709,0.152451012017948,328566.083145994,0.881697914574086,1.30051230938728,1.13842498433191,0.158613166558154,0.0267,0.042,0.6954,0.0639,0,1675588.02220512,0.148965220522534,310588.713667893,0.837204078843391,1.27077610306279,1.07613649012558,0.165352253752224,0.0049,0.014,0.6929,0.0175,0,1739308.25373282,0.14883536303587,299971.491121352,0.869041760321702,1.26966832911208,1.03934963953083,0.199999992405493,0.0158,0.042,0.69415,0.0407,0,1708555.5669556,0.148879783333027,305505.259534758,0.853676244178059,1.27004726489267,1.05852319560517,0.184772717985315,"output/her.27.3a47d/baseline/1000_20/hr/mp_0_1_1_2_1_1.29_1.2_0.7.rds",0,1,2
"ple.27.7e","baseline","ICES_SAM","default","1-20",NA,0.87600868777944,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.0025,0.009,0.8472,0.2883,0,6214.27937667942,0.226730996136457,1494,0.642566812557083,1.40172887088257,0.87600868777944,0.137725991475576,0.005,0.009,0.9554,0.539,0,4660.02794392706,0.191755771870485,998,0.481854632025924,1.18550002500523,0.585178494246239,0.263456957053635,0.0012,0.002,0.7966,0.1706,0,6979.08953962726,0.231131112558598,1703,0.721649454135914,1.42893190147504,0.998556087877099,0.108456814451675,0.0019,0.003,0.8184,0.2218,0,6657.69364564302,0.23698474007829,1678,0.688416584699531,1.46512103676559,0.983897307961111,0.105237987364394,0.0031,0.009,0.876,0.3548,0,5757.5981498685,0.214771858148599,1278,0.595345214930206,1.32779337342478,0.749356829305304,0.198595390674666,0.0025,0.009,0.8472,0.2883,0,6214.27937667942,0.226730996136457,1494,0.642566812557083,1.40172887088257,0.87600868777944,0.137725991475576,"output/ple.27.7e/baseline/1000_20/ICES_SAM/mp.rds",NA,NA,NA
"ple.27.7e","baseline","ICES_SAM","default","11-20",NA,0.983897307961111,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.0025,0.009,0.8472,0.2883,0,6214.27937667942,0.226730996136457,1494,0.642566812557083,1.40172887088257,0.87600868777944,0.137725991475576,0.005,0.009,0.9554,0.539,0,4660.02794392706,0.191755771870485,998,0.481854632025924,1.18550002500523,0.585178494246239,0.263456957053635,0.0012,0.002,0.7966,0.1706,0,6979.08953962726,0.231131112558598,1703,0.721649454135914,1.42893190147504,0.998556087877099,0.108456814451675,0.0019,0.003,0.8184,0.2218,0,6657.69364564302,0.23698474007829,1678,0.688416584699531,1.46512103676559,0.983897307961111,0.105237987364394,0.0031,0.009,0.876,0.3548,0,5757.5981498685,0.214771858148599,1278,0.595345214930206,1.32779337342478,0.749356829305304,0.198595390674666,0.0025,0.009,0.8472,0.2883,0,6214.27937667942,0.226730996136457,1494,0.642566812557083,1.40172887088257,0.87600868777944,0.137725991475576,"output/ple.27.7e/baseline/1000_20/ICES_SAM/mp.rds",NA,NA,NA
"cod.27.47d20","baseline","ICES_SAM","default","1-20",NA,-0.28953130981263,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.25325,1,0.36195,0.11625,0,110396.937765064,0.231572261638542,37860.5,1.26634259258524,0.510042411239365,0.71046869018737,0.560995555990563,0.4216,1,0.6024,0.172,0,76842.004363391,0.195536980071919,26576.5,0.881440237337608,0.430674002562605,0.498719540015706,0.634889712210346,0.2934,0.328,0.3824,0.162,0,107140.790521784,0.239570763927665,37147.5,1.2289919375275,0.527659268133115,0.697088936193006,0.571907869623474,0.149,0.196,0.2315,0.0655,0,134592.461937782,0.240146174727266,42216.5,1.54388491785375,0.528926621613212,0.79221091795658,0.448252847440625,0.3575,1,0.4924,0.167,0,88240.5391153152,0.22040610660875,31791.5,1.01219069420393,0.485448737561138,0.596581275051618,0.632029286843994,0.25325,1,0.36195,0.11625,0,110396.937765064,0.231572261638542,37860.5,1.26634259258524,0.510042411239365,0.71046869018737,0.560995555990563,"output/cod.27.47d20/baseline/1000_20/ICES_SAM/mp.rds",NA,NA,NA
"cod.27.47d20","baseline","ICES_SAM","default","11-20",NA,-0.20778908204342,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.25325,1,0.36195,0.11625,0,110396.937765064,0.231572261638542,37860.5,1.26634259258524,0.510042411239365,0.71046869018737,0.560995555990563,0.4216,1,0.6024,0.172,0,76842.004363391,0.195536980071919,26576.5,0.881440237337608,0.430674002562605,0.498719540015706,0.634889712210346,0.2934,0.328,0.3824,0.162,0,107140.790521784,0.239570763927665,37147.5,1.2289919375275,0.527659268133115,0.697088936193006,0.571907869623474,0.149,0.196,0.2315,0.0655,0,134592.461937782,0.240146174727266,42216.5,1.54388491785375,0.528926621613212,0.79221091795658,0.448252847440625,0.3575,1,0.4924,0.167,0,88240.5391153152,0.22040610660875,31791.5,1.01219069420393,0.485448737561138,0.596581275051618,0.632029286843994,0.25325,1,0.36195,0.11625,0,110396.937765064,0.231572261638542,37860.5,1.26634259258524,0.510042411239365,0.71046869018737,0.560995555990563,"output/cod.27.47d20/baseline/1000_20/ICES_SAM/mp.rds",NA,NA,NA
"her.27.3a47d","baseline","ICES_SAM","default","1-20",NA,-0.0507046758445804,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.37445,0.664,0.9691,0.4991,0,1001836.29403561,0.237826869944767,273980.499988409,0.500565425740008,2.02882727882321,0.94929532415542,0.16449571576464,0.0798,0.153,0.9404,0.1678,0,1313264.30763844,0.292992415475281,458713.999789936,0.656169786596714,2.49942744124162,1.58936513782419,0.116866661854957,0.3106,0.388,0.966,0.4566,0,1042376.4877516,0.244940045641994,291334.49997974,0.520821249418823,2.08950757494344,1.00942395027246,0.186579817842124,0.5537,0.664,0.985,0.686,0,825614.375575501,0.20001256173825,189653.499964372,0.412516509800482,1.70624514150194,0.657116768286448,0.185562289574581,0.1952,0.388,0.9532,0.3122,0,1185508.65096998,0.271788917820815,407185.499734932,0.592336937805286,2.31854697782791,1.41082774496219,0.146848805613264,0.37445,0.664,0.9691,0.4991,0,1001836.29403561,0.237826869944767,273980.499988409,0.500565425740008,2.02882727882321,0.94929532415542,0.16449571576464,"output/her.27.3a47d/baseline/1000_20/ICES_SAM/mp.rds",NA,NA,NA
"her.27.3a47d","baseline","ICES_SAM","default","11-20",NA,-0.342883231713552,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.37445,0.664,0.9691,0.4991,0,1001836.29403561,0.237826869944767,273980.499988409,0.500565425740008,2.02882727882321,0.94929532415542,0.16449571576464,0.0798,0.153,0.9404,0.1678,0,1313264.30763844,0.292992415475281,458713.999789936,0.656169786596714,2.49942744124162,1.58936513782419,0.116866661854957,0.3106,0.388,0.966,0.4566,0,1042376.4877516,0.244940045641994,291334.49997974,0.520821249418823,2.08950757494344,1.00942395027246,0.186579817842124,0.5537,0.664,0.985,0.686,0,825614.375575501,0.20001256173825,189653.499964372,0.412516509800482,1.70624514150194,0.657116768286448,0.185562289574581,0.1952,0.388,0.9532,0.3122,0,1185508.65096998,0.271788917820815,407185.499734932,0.592336937805286,2.31854697782791,1.41082774496219,0.146848805613264,0.37445,0.664,0.9691,0.4991,0,1001836.29403561,0.237826869944767,273980.499988409,0.500565425740008,2.02882727882321,0.94929532415542,0.16449571576464,"output/her.27.3a47d/baseline/1000_20/ICES_SAM/mp.rds",NA,NA,NA
